customer_id,gender,seniorCitizen,partner,Dependents,tenure,Phone_Service,MultipleLines,InternetService,Online_Security,Online_Backup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,paperlessbilling,paymentmethod,MonthlyCharges,TotalCharges,Churn
5149-QYTTU,Female,0.0,Yes,Yes,71.0,Yes,Yes,,Yes,Yes,Yes,Yes,No,No,One year,Yes,Credit card (automatic),98.61951274282012,6875.205218936754,No
2070-XYMFH,,1.0,,No,23.0,Yes,Yes,,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,78.9282273942808,1785.2930763358534,No
2085-BOJKI,Male,,Yes,No,,Yes,No,,No,No,Yes,No,Yes,Yes,One year,Yes,,104.61767191618245,1391.9125172680217,No
0817-HSUSE,Male,0.0,No,No,1.0,Yes,No,,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,76.59798186810531,129.38831395333978,No
5442-PPTJY,,0.0,Yes,Yes,12.0,Yes,,,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.452913159572535,452.7726474894778,No
1927-QEWMY,Female,,Yes,No,72.0,Yes,No,,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),30.271307305689806,1937.196428385767,No
1663-MHLHE,Male,,No,No,1.0,Yes,No,,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,14.405263033906115,237.51487497329768,No
5663-QBGIS,Male,1.0,Yes,No,72.0,Yes,Yes,,No,Yes,No,No,Yes,Yes,Two year,No,Bank transfer (automatic),98.25209917781316,6843.970297325172,No
4450-MDZFX,Male,0.0,Yes,,60.0,Yes,Yes,,,No,No,No,No,No,Month-to-month,No,,71.62052494579505,4257.411665082664,No
6701-DHKWQ,Female,0.0,Yes,Yes,61.0,No,No phone service,,No,Yes,Yes,Yes,Yes,No,Two year,No,Credit card (automatic),43.232555088663844,3097.8263956237374,No
7554-AKDQF,Female,0.0,Yes,No,,Yes,No,,No,No,No,No,No,No,Month-to-month,No,Mailed check,46.98100523076907,147.62369305753293,No
3536-IQCTX,Male,1.0,Yes,No,32.0,,Yes,,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,87.38830414399622,2506.4817979094573,Yes
4911-BANWH,Female,0.0,No,Yes,31.0,Yes,Yes,,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),84.01879673339523,2116.480157652305,Yes
8496-EJAUI,Male,0.0,No,No,19.0,Yes,No,,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),72.33683375870717,1508.3351781323936,Yes
0794-YVSGE,Male,0.0,Yes,Yes,72.0,Yes,No,,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),18.915294318484126,1606.4899251346783,No
5423-BHIXO,Female,0.0,No,No,32.0,Yes,Yes,,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,50.900631968128074,1304.458631947657,No
6908-VVYHM,Male,0.0,Yes,No,65.0,Yes,,,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,86.71041705110433,5803.489457402021,No
2959-EEXWB,Female,0.0,Yes,Yes,45.0,No,No phone service,,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),47.848640506263,2772.4710261827136,No
1839-UMACK,Male,0.0,No,No,,,Yes,,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,29.964822282835588,880.896021338312,No
3030-YDNRM,Male,0.0,No,No,8.0,Yes,Yes,,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,78.4143878269245,574.7795522013159,No
7321-KKSDU,Male,0.0,,Yes,32.0,Yes,No,,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,18.09838669696885,582.9422525028419,No
3402-XRIUO,Female,1.0,Yes,No,22.0,Yes,Yes,,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,62.7697842767755,1395.370265390763,No
3132-TVFDZ,,1.0,Yes,No,57.0,No,,,,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,47.0476783226783,2500.9549945698354,Yes
8286-AFUYI,Male,0.0,No,No,1.0,Yes,No,,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,54.293900332482785,,No
8080-DDEMJ,,1.0,,No,1.0,Yes,No,,No,No,No,No,No,No,Month-to-month,No,Electronic check,39.56747999415262,706.6087010127427,Yes
8356-WUAOJ,Female,0.0,Yes,No,1.0,Yes,No,,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,48.59072436143522,245.73145675489,No
6365-MTGZX,Male,0.0,,No,24.0,Yes,No,,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,96.1894916261952,2286.330580993198,Yes
1349-WXNGG,Male,0.0,No,No,,Yes,No,,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,,27.984120162580645,-204.40040535796047,Yes
8058-DMYRU,Male,,No,No,54.0,,Yes,,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,88.95567995852045,5072.738068864197,No
9350-ZXYJC,,0.0,No,No,4.0,Yes,,,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),19.721373422414807,356.65231901293424,No
6990-YNRIO,,0.0,Yes,Yes,65.0,Yes,Yes,,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),109.33991504616624,6913.761840162592,Yes
8958-JPTRR,Female,0.0,Yes,No,56.0,,Yes,,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,22.52146632192013,1519.5610174833112,No
6959-GQEGV,Male,0.0,No,No,45.0,Yes,No,,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,80.46467110684209,3343.3186056001714,No
3173-WSSUE,Female,0.0,Yes,Yes,71.0,Yes,No,,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),16.304523153440403,1277.580472456258,No
1265-HVPZB,,0.0,Yes,No,59.0,Yes,No,,Yes,Yes,Yes,No,Yes,No,One year,No,Credit card (automatic),73.66297525515566,3904.24366202724,No
4115-UMJFQ,Male,0.0,No,,69.0,No,No phone service,,No,Yes,Yes,No,No,No,One year,Yes,Bank transfer (automatic),34.59413454407966,2640.231779679639,No
7369-TRPFD,Male,0.0,No,No,19.0,,No,,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,22.549812240257125,118.62295718531576,No
1098-KFQEC,,0.0,Yes,Yes,55.0,Yes,No,,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),18.524868059199015,769.1328740711295,No
7190-XHTWJ,Female,,No,No,38.0,Yes,No,,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.52367623370178,721.203220018777,No
0621-TWIEM,Male,0.0,No,No,10.0,Yes,No,,,No,No,No,No,No,Month-to-month,Yes,Electronic check,44.32716458597703,291.60398867217407,Yes
3537-RYBHH,Female,1.0,Yes,No,47.0,Yes,Yes,,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),71.88340619088325,3308.456335434472,No
2485-ITVKB,Female,0.0,Yes,,2.0,No,No phone service,,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,32.98631597658797,217.53109036935984,Yes
3669-OYSJI,Male,0.0,,,1.0,Yes,No,,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),47.745538008402264,236.41854141615735,Yes
1612-EOHDH,Female,0.0,No,No,1.0,Yes,,,No,No,No,No,No,No,Month-to-month,No,Electronic check,48.10266162740645,198.660774340364,Yes
6702-OHFWR,,1.0,No,No,1.0,No,No phone service,,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,47.81524463221497,76.28017885628438,Yes
5296-BFCYD,Male,0.0,Yes,Yes,,Yes,No,,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,19.341562989507597,1364.3827590504509,No
4510-PYUSH,Female,,No,No,,Yes,No,,,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),55.22543299644845,,Yes
9359-JANWS,Female,0.0,Yes,No,65.0,Yes,No,,Yes,No,Yes,Yes,No,No,Two year,No,Credit card (automatic),58.41330328508975,3948.6396295081504,No
7517-SAWMO,Female,0.0,Yes,No,19.0,,No,,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,79.34006357551357,1524.983403676968,Yes
4143-HHPMK,Male,,No,No,52.0,Yes,No,,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,80.96457531606487,,Yes
3279-DYZQM,Male,0.0,Yes,Yes,71.0,Yes,No,,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,23.31257450464736,1426.347089481619,No
7054-LGEQW,Female,0.0,No,No,1.0,,No,,No,No,No,No,No,No,Month-to-month,No,Mailed check,43.206411296425514,295.32041359369043,Yes
0523-VNGTF,,1.0,No,No,52.0,No,No phone service,,No,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,56.190327864174925,2614.9210301569947,No
9575-IWCAZ,Male,0.0,Yes,No,6.0,Yes,,,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,22.558761006493253,171.37732974792738,No
7105-MXJLL,Female,1.0,Yes,No,26.0,Yes,No,,No,No,Yes,No,No,Yes,One year,No,Mailed check,52.182532751670664,1471.094760262238,No
7064-FRRSW,Male,1.0,,No,48.0,Yes,Yes,,No,Yes,No,No,Yes,Yes,One year,Yes,,100.27451012761584,4767.959103348407,No
7940-UQQUG,Female,0.0,Yes,Yes,64.0,Yes,Yes,,Yes,No,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),98.86905319466086,,No
0923-PNFUB,Female,0.0,No,No,3.0,Yes,No,,No,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,78.81267050148872,281.1139478055064,Yes
3961-SXAXY,Male,0.0,,No,1.0,Yes,No,,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),36.82234765648596,189.27390494098643,No
7010-BRBUU,Male,0.0,Yes,Yes,72.0,Yes,Yes,,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),30.761751039286846,2362.7046370041226,No
3566-HJGPK,Male,0.0,No,No,1.0,Yes,No,,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,43.73884540844181,-275.06053758665934,No
3062-ICYZQ,Female,0.0,Yes,Yes,51.0,Yes,Yes,,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,89.86927532578636,4484.892000365421,No
9938-PRCVK,,,Yes,Yes,41.0,Yes,,,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),26.837292824570117,993.494042350535,No
0973-KYVNF,Female,0.0,Yes,Yes,72.0,Yes,No,,Yes,Yes,Yes,No,Yes,No,Two year,Yes,,70.53483352695694,5293.68301825897,No
5129-HHMZC,Female,0.0,Yes,No,43.0,Yes,Yes,,Yes,Yes,No,Yes,Yes,Yes,Two year,No,Credit card (automatic),92.44997862109209,3904.539426693649,No
9637-CDTKZ,Male,0.0,Yes,No,72.0,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),118.18353321122152,8181.254862713503,No
3946-JEWRQ,Male,0.0,Yes,No,47.0,Yes,Yes,,No,No,No,No,Yes,Yes,One year,Yes,Credit card (automatic),97.64538132640787,4385.8949513016,No
7873-CVMAW,Male,,No,No,72.0,Yes,,,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),95.17430027809601,6677.52868291554,No
0463-WZZKO,Male,0.0,No,No,3.0,,No,,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),17.32367416046251,130.8050487882014,No
3494-JCHRQ,Male,0.0,No,No,1.0,Yes,No,,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.83045298448911,,Yes
6474-FVJLC,Male,,,No,2.0,Yes,Yes,,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,87.95228303621383,169.97268148053624,Yes
4524-QCSSM,Male,0.0,No,No,26.0,No,No phone service,,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),41.80928511109484,579.7252297690907,No
5832-EXGTT,Male,0.0,Yes,Yes,29.0,Yes,No,,Yes,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,62.93454327322519,1891.095268673684,No
8840-DQLGN,Female,1.0,Yes,No,,Yes,Yes,,,Yes,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),96.80424791689256,3638.1962784546895,Yes
2039-JONDJ,Male,0.0,No,No,27.0,Yes,No,,Yes,Yes,No,No,No,No,One year,No,Bank transfer (automatic),56.01337448829099,2039.4457667948768,No
7217-JYHOQ,Male,0.0,,,24.0,Yes,No,,Yes,Yes,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),71.99284855107717,1586.0610805809213,No
6695-FRVEC,Male,0.0,Yes,Yes,67.0,Yes,No,,Yes,No,Yes,Yes,No,No,Two year,Yes,Bank transfer (automatic),53.78592220516207,3743.032186827637,No
4547-LYTDD,Female,0.0,No,No,16.0,Yes,Yes,,No,No,No,No,No,No,Month-to-month,No,Electronic check,72.12088861713517,,Yes
9894-QMIMJ,Female,,No,No,23.0,Yes,No,,,Yes,Yes,No,No,No,One year,No,Bank transfer (automatic),56.00434150530752,,No
8069-YQQAJ,Male,0.0,No,No,14.0,No,No phone service,,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,29.243573514145197,330.2459535226391,No
6770-XUAGN,Female,0.0,Yes,Yes,1.0,Yes,,,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,17.778771011275857,-51.59510704480687,Yes
4193-ORFCL,Female,1.0,No,No,1.0,,No,,No,No,No,No,No,No,Month-to-month,No,Mailed check,42.828237504453405,-323.9843957220518,Yes
1636-NTNCO,Male,1.0,No,No,4.0,No,No phone service,,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),52.197765241304666,280.2452247829855,No
3466-WAESX,Male,0.0,No,Yes,16.0,Yes,Yes,,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,67.27208891060282,1134.0712322862742,No
9281-PKKZE,Female,0.0,Yes,No,46.0,No,No phone service,,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,39.74851054206778,1863.92568681378,No
3638-VBZTA,Male,0.0,No,Yes,68.0,Yes,Yes,,,Yes,No,Yes,Yes,Yes,Two year,Yes,,79.75137047147548,6333.779149490141,No
7459-IMVYU,Male,0.0,No,No,,Yes,Yes,,Yes,Yes,Yes,Yes,No,No,Month-to-month,No,Electronic check,65.58340662522723,2459.8157313701367,No
7776-QWNFX,Male,1.0,Yes,No,,Yes,No,,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),50.14809396618197,,Yes
6689-TCZHQ,Female,1.0,No,No,5.0,Yes,No,,,No,No,No,No,Yes,Month-to-month,No,Electronic check,75.4449508694606,380.8043352033956,Yes
8563-OYMQY,Male,0.0,No,No,17.0,Yes,No,,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),98.52586063248191,1138.8109582434663,No
0754-EEBDC,Male,0.0,Yes,Yes,4.0,Yes,No,,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,15.980703945081114,-343.52810653135964,No
5777-ZPQNC,Female,0.0,No,No,12.0,Yes,,,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,19.57484030376307,696.8987491866137,No
1951-IEYXM,Male,0.0,Yes,,72.0,,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),93.78971177546835,6637.985661929773,No
3318-NMQXL,,0.0,No,No,3.0,Yes,No,,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,84.30924933926211,427.22358424104,No
3143-ILDAL,Male,0.0,No,No,56.0,Yes,Yes,,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,97.79074780823737,4960.18427649158,Yes
1022-RKXDR,,0.0,No,No,41.0,Yes,Yes,,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,25.643867674977834,1059.3890866275449,No
2361-FJWNO,Male,0.0,No,No,40.0,No,No phone service,,No,Yes,No,Yes,No,No,One year,No,Credit card (automatic),39.63750896031645,1746.8656617196575,No
2272-UOINI,Female,0.0,No,No,7.0,Yes,No,,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,79.4677150018345,871.0000414241026,No
8232-UTFOZ,,0.0,No,No,69.0,Yes,No,,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,,17.636125149044855,1213.736858749708,No
3750-YHRYO,Male,0.0,Yes,,7.0,Yes,No,,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,23.102529796768202,465.15059569490313,No
6637-KYRCV,Female,0.0,Yes,Yes,5.0,No,No phone service,,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,32.35502714364636,-137.9274892962644,No
5668-MEISB,Female,0.0,,Yes,72.0,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,No,Two year,No,Credit card (automatic),108.96297202911404,,No
0129-QMPDR,Male,0.0,Yes,Yes,44.0,Yes,No,,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),23.434014754724465,1252.018411459452,No
7188-CBBBA,Female,,No,No,65.0,Yes,Yes,,,Yes,Yes,No,Yes,No,One year,Yes,Electronic check,92.13423127466591,6307.667597927475,No
5356-CSVSQ,,0.0,No,No,3.0,Yes,Yes,,No,No,No,Yes,Yes,No,Month-to-month,No,Electronic check,67.0219309769001,-25.569239140774187,No
3221-CJMSG,Male,0.0,No,No,24.0,Yes,No,,,No,No,Yes,No,No,Month-to-month,Yes,,44.05735635692327,1437.3685054568432,No
4720-VSTSI,,0.0,No,No,44.0,Yes,Yes,,No,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),90.07354451432734,3559.914947160519,Yes
3219-JQRSL,Female,1.0,Yes,No,72.0,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),88.9572227731894,6574.477848286516,No
2801-NISEI,Male,0.0,No,,24.0,Yes,No,,Yes,No,No,Yes,No,No,Month-to-month,No,Electronic check,50.32106838770112,1652.9974817461095,No
3946-MHCZW,Male,0.0,No,No,1.0,Yes,No,,No,No,Yes,No,No,No,Month-to-month,No,,40.01640576102859,81.24525330931206,Yes
4623-ZKHLY,Male,0.0,Yes,No,,Yes,No,,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),17.56573957599257,,No
6732-VAILE,Male,0.0,Yes,Yes,70.0,Yes,,,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),91.08483979879658,5925.492316298351,No
8201-AAXCB,Male,0.0,Yes,Yes,25.0,Yes,Yes,,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,62.33292105310025,1225.0697928290738,No
7696-CFTAT,,0.0,Yes,Yes,37.0,Yes,No,,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),18.953708881532663,735.6541526089287,No
1845-CSBRZ,Female,1.0,Yes,Yes,22.0,Yes,,,No,No,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),89.29732213121999,1849.853422736116,No
2123-VSCOT,Female,,Yes,Yes,59.0,Yes,Yes,,No,No,Yes,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),73.38993020107851,3912.562053840722,No
6651-AZVTJ,Male,0.0,Yes,Yes,49.0,Yes,,,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,102.2418302915446,4793.049117466673,Yes
4566-GOLUK,Male,0.0,Yes,Yes,,Yes,,,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),106.01818550320147,,Yes
2484-DGXPZ,Female,0.0,Yes,Yes,31.0,Yes,No,,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,17.416889635939135,694.5154328733381,Yes
2018-QKYGT,Male,0.0,Yes,Yes,1.0,,No,,,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,80.25921020681677,-231.9831240923367,No
2792-VPPET,Male,0.0,No,No,3.0,Yes,No,,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,20.25969891478472,-60.697470175234415,No
7409-JURKQ,Female,0.0,Yes,No,53.0,Yes,Yes,,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),116.748714216928,6397.330514042689,No
3247-MHJKM,Male,0.0,No,No,1.0,Yes,No,,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,,14.44850186495056,-288.19326690506534,No
1964-SVLEA,Male,0.0,No,No,20.0,Yes,No,,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,,21.904258813599462,567.8806813982401,No
4587-NUKOX,Female,0.0,,No,3.0,Yes,No,,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,72.32507743128883,,Yes
7297-DVYGA,,0.0,No,No,51.0,Yes,No,,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),18.767772890293053,803.6037363334312,No
2239-CGBUZ,,0.0,Yes,No,51.0,Yes,No,,Yes,Yes,No,Yes,No,No,One year,Yes,Bank transfer (automatic),62.234200451914106,,No
0854-UYHZD,Female,0.0,Yes,,13.0,Yes,No,,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,21.82866221458006,393.4777428132229,No
7243-LCGGZ,Female,0.0,No,No,1.0,Yes,No,,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,,24.974435061814283,384.77434852832977,No
8267-KFGYD,Male,0.0,No,Yes,1.0,Yes,No,,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,27.513849749195327,-138.5034432716365,No
4890-VMUAV,Male,0.0,No,No,63.0,Yes,Yes,,Yes,Yes,Yes,Yes,No,No,One year,No,Electronic check,73.68031959009299,4605.213345931838,No
9261-WDCAF,Male,0.0,No,No,3.0,Yes,No,,No,No,No,No,No,Yes,Month-to-month,No,Mailed check,55.6276154574366,1.5108776493219978,No
3764-MNMOI,Male,0.0,No,No,46.0,Yes,No,,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),15.532269785960583,657.5984051550405,No
7442-YGZFK,Male,0.0,No,No,1.0,Yes,Yes,,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),54.227483105395564,-93.95967300668174,No
0420-BWTPW,Male,0.0,No,Yes,8.0,No,No phone service,,No,No,No,No,No,No,Month-to-month,No,Mailed check,19.495407115235682,604.819804845641,Yes
8229-BUJHX,,0.0,Yes,Yes,71.0,Yes,No,,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),19.376418474660362,1560.552336133467,No
7449-HVPIV,,0.0,Yes,Yes,55.0,Yes,Yes,,No,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),85.74899791701277,5001.812899338287,No
5504-WSIUR,Female,0.0,No,No,70.0,Yes,Yes,,,Yes,Yes,Yes,No,No,One year,Yes,Bank transfer (automatic),91.59268632925523,,No
8183-ONMXC,Female,0.0,No,No,2.0,Yes,,,,No,No,No,No,Yes,Month-to-month,No,Electronic check,91.16655443138846,288.7717845658558,Yes
8466-PZBLH,Male,0.0,,Yes,67.0,Yes,Yes,,,No,No,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),93.74547499241211,6704.244623992234,No
9614-RMGHA,Male,0.0,Yes,No,65.0,Yes,,,No,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),84.82100855960697,5965.391017679383,Yes
8735-IJJEG,Male,0.0,Yes,No,14.0,Yes,No,,No,No,Yes,No,No,No,Month-to-month,No,,47.7088148685681,821.830906164988,No
0564-MUUQK,Female,,Yes,,20.0,Yes,,,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),95.10678380144509,1676.6973580502683,No
5054-IEXZT,Male,0.0,,Yes,1.0,Yes,No,,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,69.09656365371488,-60.81223443835225,Yes
5834-ASPWA,Male,0.0,No,No,1.0,Yes,Yes,,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,81.76519817877742,,Yes
0701-RFGFI,Female,0.0,Yes,Yes,49.0,,Yes,,No,No,No,No,Yes,Yes,Month-to-month,Yes,,93.26845534398034,4714.513269174823,No
0019-EFAEP,,0.0,No,No,72.0,Yes,Yes,,Yes,Yes,Yes,No,Yes,No,Two year,Yes,Bank transfer (automatic),103.71165820946351,6973.591874413344,No
5619-PTMIK,Female,0.0,Yes,No,46.0,Yes,Yes,,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,53.704201699624576,2557.431879776969,No
3737-XBQDD,Male,0.0,No,No,24.0,Yes,Yes,,No,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),82.10900968918519,2267.3950741992703,No
5882-CMAZQ,Female,0.0,Yes,,5.0,No,No phone service,,No,Yes,No,Yes,No,No,Month-to-month,No,Electronic check,35.78728210642311,170.5408780509666,No
5846-QFDFI,,,Yes,Yes,33.0,Yes,Yes,,No,Yes,Yes,Yes,No,No,Month-to-month,No,Credit card (automatic),88.17279036367319,2725.563831385686,No
4445-KWOKW,Female,0.0,No,No,42.0,Yes,Yes,,Yes,Yes,No,No,No,No,One year,Yes,Bank transfer (automatic),58.99083888417991,2205.1727420649718,No
3511-APPBJ,Male,,No,No,23.0,Yes,No,,Yes,No,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),108.57750671634656,2033.238014522288,No
7967-HYCDE,Male,0.0,No,No,8.0,Yes,No,,,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),79.55322722125271,692.2729081395153,No
2430-RRYUW,Male,0.0,No,No,66.0,Yes,No,,Yes,Yes,No,No,No,No,One year,Yes,Mailed check,53.211837772514535,3663.772459055565,No
3948-XHGNA,Male,0.0,No,No,24.0,Yes,No,,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),51.146228058888134,1111.38070210378,Yes
3723-BFBGR,Male,1.0,No,,24.0,Yes,Yes,,No,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),46.63414322410367,1440.7008962034422,No
0565-IYCGT,Male,0.0,No,No,69.0,Yes,Yes,,Yes,Yes,Yes,Yes,No,Yes,One year,Yes,Credit card (automatic),72.7788541596947,5290.842606502206,Yes
5447-WZAFP,Female,,No,No,,Yes,No,,No,Yes,Yes,No,Yes,Yes,One year,Yes,Mailed check,101.30641018000452,,No
5110-CHOPY,Female,0.0,No,No,60.0,No,No phone service,,Yes,No,Yes,No,Yes,Yes,Two year,No,Electronic check,58.542438861809956,3239.802671043574,No
5445-UTODQ,Female,0.0,Yes,No,7.0,Yes,No,,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,83.96975957447572,72.46269545073523,Yes
4425-OWHWB,,0.0,No,,20.0,Yes,No,,,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),12.706406170867492,157.8171779531254,No
